ID           Arch  What
C084J7YC7EE  arch  #notifications-usual-swapper-orders (archived)
C084QL2LVHA  arch  #project_minter_wrapping (archived)
C085Q911P4G  arch  #project_minting_facility (archived)
C085UMT3ZEE  arch  #notifications-usual-m-fulfilled-orders (archived)
C085V0A1KFE  -     Group: @andrew.khang @alessandro.rosmo @joao.reginatto
C085WCF6675  arch  🔒 project-adapt3r (archived)
C0862CX3RAP  -     #notifications-usual-m-claim-events
C086SBS9R3R  arch  🔒 temp-fix-mentions-to-m (archived)
C0876123KF1  -     #notifications-usual-m-alerts
C087FFQFY8K  -     Group: @frederic.hannesen @greg @andrew.khang
C087HQNTDHB  -     Group: @andrew.khang @jacqueline.to @marco.hinz
C087V9EE7HB  -     Group: @claudine.oldengott @frederic.hannesen @andrew.khang @marta.amargant
C087VT3U9UM  -     Group: @andrew.khang @jacob.laufer @marlowe.johnson
C087Z2SQEUT  -     🔒 project-noble
C0883KU70G0  arch  #tmp-wintermute-otc-agreement (archived)
C0884JA2B40  arch  🔒 leadership-recruiting (archived)
C088MGXE2UU  -     Group: @frederic.hannesen @oliver @marco.hinz @carloalberto.verona @andrew.khang
C0898A3CWES  arch  #tmp-gsr-spa-contract (archived)
C089CC269RB  -     🔒 liquidity-strategy
C089LGVS9SA  -     🔒 project-metastreet
C089R4R9TA7  -     Group: @claudine.oldengott @marta.amargant @andrew.khang @greg
C089R59CZQ8  arch  #temp-audit-minter-spv (archived)
C089VM60D4J  -     🔒 world-m0
C089Y39K414  -     Group: @marta.amargant @greg @andrew.khang
C089ZL78Q3G  arch  🔒 project-us-issuer (archived)
C08A0KAPLA3  -     Group: @andrew.khang @marta.amargant @bawar.hamad
C08AET5PG0N  -     Group: @antje.bechler @andrew.khang @rafael.weninger
C08AK1978DP  -     🔒 product
C08AP0HQNKG  -     Group: @andrew.khang @luca @oliver @carloalberto.verona @jacqueline.to @marco.hinz @jacob.laufer
C08B8KQTMMG  -     🔒 m0-foundation-council
C08BJDAL43S  -     Group: @andrew.khang @luca @oliver @carloalberto.verona @jacqueline.to @marco.hinz
C08BR3F1S83  -     Group: @carloalberto.verona @andrew.khang @nicole.schaefer
C08BV3XHFGE  -     Group: @frederic.hannesen @andrew.khang @marta.amargant
C08BVJ0NP6W  arch  #modules (archived)
C08BY5SHSRG  -     Group: @andrew.khang @frederic.hannesen @bawar.hamad @marta.amargant
C08C7CEQJKF  -     #web3-ui
C08CEJM3ATE  -     Group: @andrew.khang @marta.amargant @alessandro.rosmo
C08CLJQ69D5  -     Group: @andrew.khang @alessandro.antonelli @jordan.hall @jonathan.alvarez @kurtis.streutker
C08CUG1K0J2  -     Group: @andrew.khang @alessandro.antonelli @jordan.hall @jonathan.alvarez
C08CY9WJTQD  -     Group: @andrew.khang @alessandro.antonelli @jordan.hall
C08E0EVSECX  -     Group: @alessandro.antonelli @andrew.khang @andrei.evdokimov
C08E26FGX62  -     Group: @andrew.khang @luca @greg @antje.bechler
C08E4AJBCSV  -     Group: @andrew.khang @bawar.hamad @marta.amargant @nicole.schaefer
C08E8MPJ8RH  -     Group: @andrew.khang @luca @greg @antje.bechler @frederic.hannesen @carloalberto.verona
C08EBG3LDC4  -     Group: @andrew.khang @luca @greg
C08EQF2J6H2  arch  🔒 confidential_sb-deal-team (archived)
C08EUC9BJ57  arch  🔒 m0-leadership-recruiting (archived)
C08F11BBFNZ  -     #notifications-m-portal
C08F75PAB2M  -     Group: @andrew.khang @nicole.schaefer @andrei.evdokimov
C08FAJ87RP1  -     Group: @greg @carloalberto.verona @andrew.khang @luca
C08FEKU68L8  -     Group: @carloalberto.verona @bawar.hamad @andrew.khang
C08FHGV56AV  arch  🔒 temp-gsr-mm (archived)
C08FV8NKMC1  -     Group: @hubert.newell @luca @andrew.khang
C08G6K3GY01  arch  🔒 temp-march-nyc-events (archived)
C08G8RWK4MQ  arch  🔒 company-party-comittee (archived)
C08GBPCS9M2  -     Group: @alessandro.rosmo @andrew.khang @luca @greg
C08GFB5DJP3  -     Group: @andrew.khang @alessandro.antonelli @jordan.hall @jonathan.alvarez @kurtis.streutker @pierrick.turelier
C08GGJADT53  -     Group: @frederic.hannesen @luca @greg @andrew.khang
C08GTN23YRF  -     Group: @frederic.hannesen @vladimir.vecgailis @andrew.khang
C08GZB7NLN9  -     Group: @andrew.khang @marco.hinz @luca @greg
C08H5JER0SU  -     Group: @vladimir.vecgailis @luca @frederic.hannesen @andrew.khang
C08H7Q7LAUT  -     Group: @frederic.hannesen @agustin.zulliger @andrew.khang
C08H83MLA02  -     Group: @luca @antje.bechler @andrew.khang @alessandro.rosmo @frederic.hannesen @carloalberto.verona
C08HCFTQVBR  arch  🔒 confidential-para-dd (archived)
C08HEEF946P  -     #pentest-q1-2025
C08HFE3T76X  -     Group: @andrew.khang @alessandro.rosmo @antje.bechler @frederic.hannesen @carloalberto.verona
C08HQ6ZSH4G  -     Group: @frederic.hannesen @luca @antje.bechler @greg @marco.hinz @andrew.khang
C08HUH153E2  -     Group: @joao.reginatto @andrew.khang @frederic.hannesen @jacqueline.to
C08HVS5F2G4  -     Group: @luca @antje.bechler @greg @andrew.khang @marta.amargant
C08HX5EUU57  -     #eng-documentation
C08HXEJK1RC  -     Group: @paul.barskiy @antonina.norair @andrew.khang @jacob.laufer @nicole.schaefer @ryan.hendrickson
C08J0794821  -     Group: @joao.reginatto @andrew.khang @frederic.hannesen
C08J28FE6JD  -     🔒 confidential_labor-court-cases
C08JMEAQ3U4  -     Group: @nicole.schaefer @andrew.khang @marta.amargant
C08JZ2VK2GG  arch  #whitelotus (archived)
C08K30VSURL  -     Group: @conrado.canas @andrew.khang @ryan.hendrickson
C08K5SJHZU2  arch  #project-usdhl (archived)
C08KJGR8WRK  -     Group: @andrew.khang @alessandro.antonelli @jacqueline.to
C08KRSVMK3K  -     Group: @greg @andrew.khang @kdara
C08L9P5FFHU  -     Group: @greg @andrew.khang @hubert.newell
C08LF93LR0D  -     🔒 hiring-product-design
C08LHQ2SSBC  -     Group: @frederic.hannesen @carloalberto.verona @luca @andrew.khang
C08LJH2G00H  -     Group: @andrew.khang @antonina.norair @ryan.hendrickson @rafael.weninger
C08LPCSJ09H  -     #solana-dev-alerts
C08LRN61MDF  -     Group: @frederic.hannesen @carloalberto.verona @luca @andrew.khang @greg
C08M2PFTLTG  -     Group: @marta.amargant @joao.reginatto @andrew.khang
C08M4U6AP16  -     🔒 project-cayman-spv
C08MD07LVKP  -     Group: @marta.amargant @luca @greg @andrew.khang
C08MDLNTV7F  arch  #product-engineering (archived)
C08MG9CAATG  -     #nyc
C08MRUHS77X  -     🔒 project-anchorage
C08MS4NKNTC  -     Group: @greg @luca @antonina.norair @andrew.khang @joao.reginatto @marta.amargant
C08MV9C4U31  -     Group: @marta.amargant @andrew.khang @nicole.schaefer @andrei.evdokimov
C08N1MMR5HD  arch  #nyc-events (archived)
C08NR04Q221  -     Group: @andrew.khang @vladimir.vecgailis @alessandro.rosmo @nicole.schaefer
C08NSV89DQC  arch  #token2049-dubai (archived)
C08NT1XSBGS  -     #solana-alerts
C08NWDQUJ1M  -     #notifications-mxon-transfers
C08P9SF5NSY  -     Group: @andrew.khang @paul.barskiy @carloalberto.verona
C08PBQZ58Q1  -     Group: @nicole.schaefer @andrew.khang @alessandro.rosmo
C08PJ1P7J4W  arch  🔒 temp-it-incident-20250425 (archived)
C08PJ65E0E8  -     #m0-chainlight-audits
C08Q8AJEWN6  -     🔒 finance-strategy-marketing
C08Q9JXMPTM  arch  🔒 confidential_antonello (archived)
C08QBB9ETS8  -     Group: @nicole.schaefer @paul.barskiy @carloalberto.verona @joao.reginatto @andrew.khang
C08QF9UJ75H  -     Group: @andrew.khang @antje.bechler @luca
C08QG080H8S  arch  🔒 hiring-engineering-archived (archived)
C08QHK433FD  -     Group: @andrew.khang @alessandro.antonelli @carloalberto.verona
C08QJ0JS4TH  -     🔒 finance-committee
C08QKS51CNQ  -     Group: @marta.amargant @luca @andrew.khang
C08QWUH9C7R  arch  #full-stack-bug-reports (archived)
C08RG1B14US  -     Group: @greg @ryan.hendrickson @andrew.khang
C08RHCUFD9A  -     Group: @greg @ryan.hendrickson @andrew.khang @joao.reginatto @luca
C08RRNR7KND  -     Group: @greg @ryan.hendrickson @andrew.khang @joao.reginatto
C08RS2J14FM  -     Group: @andrew.khang @marta.amargant @nicole.schaefer @antje.bechler
C08S0KHDLPL  -     Group: @carloalberto.verona @andrew.khang @jacqueline.to @hubert.newell
C08S8DQR3NF  -     #notifications-arbitrum-liquidity
C08SLTKUKD5  -     Group: @andrew.khang @andrei.evdokimov @ryan.hendrickson
C08ST354P8S  -     Group: @antonina.norair @florian.preusner @andrew.khang
C08ST35844S  -     Group: @antonina.norair @florian.preusner @andrew.khang @marta.amargant
C08ST4UNS87  -     Group: @jacqueline.to @luca @greg @carloalberto.verona @andrew.khang
C08SV88CMPW  -     Group: @andrew.khang @marco.hinz @carloalberto.verona
C08SVQHPTRT  -     Group: @greg @luca @andrew.khang @ryan.hendrickson
C08T1HP2ZNU  -     Group: @nicole.schaefer @andrew.khang @ossie
C08T50T26MP  -     Group: @andrew.khang @marco.hinz @carloalberto.verona @frederic.hannesen
C08T63NLFC6  -     Group: @hubert.newell @luca @greg @andrew.khang
C08TW5SER08  -     Group: @jacqueline.to @luca @greg @carloalberto.verona @andrew.khang @marco.hinz
C08UFBY4CN6  -     Group: @antonina.norair @ryan.hendrickson @andrew.khang @antje.bechler @marta.amargant
C08UK313VUG  -     Group: @andrew.khang @luca @greg @antonina.norair @carloalberto.verona
C08V640JAP5  -     Group: @frederic.hannesen @andrew.khang @jacqueline.to @carloalberto.verona @hubert.newell @alessandro.antonelli
C08V6HFQ9HC  -     Group: @carloalberto.verona @jacqueline.to @andrew.khang
C08VB3823RB  -     Group: @jacqueline.to @hubert.newell @alessandro.antonelli @andrew.khang
C08VCQVP90W  -     #m0-adevar-audits
C090BQ3V8D8  arch  #project-platform-frontend-split (archived)
C090LGJUC4F  -     #notifications-testing
C090X174KK6  -     #notifications-noble-mainnet
C0912QHEHEG  -     🔒 project-bridge
C09171K3RFE  -     Group: @carloalberto.verona @frederic.hannesen @andrew.khang @paul.barskiy
C09183HE9A6  -     Group: @ryan.hendrickson @nicole.schaefer @andrew.khang
C091JNUJT0E  -     #notifications-team-fullstack
C091KAAPG5D  -     🔒 finance-legal
C091T3YPRNZ  arch  🔒 project-fogo (archived)
C091UEYJTUK  -     #customer_insights
C091V7VUCEQ  -     #project-moca
C092JJQ2LKG  -     Group: @greg @joao.reginatto @antonina.norair @jacob.laufer @andrew.khang @luca @ryan.hendrickson
C092K8HR6NB  -     Group: @carloalberto.verona @joao.reginatto @luca @greg @andrew.khang @paul.barskiy
C092MSL67PZ  -     🔒 hiring-mxon
C092QFC2LSU  -     🔒 m0-monday-morning-meeting
C092UDAEGNQ  arch  #event-berlin-food-and-drinks-july (archived)
C092Z55TGUV  -     🔒 hiring-bd
C0930ME135G  -     Group: @andrew.khang @chelsea.benami @jacob.laufer @marlowe.johnson
C0931KLT5NG  -     Group: @andrew.khang @chelsea.benami @jacob.laufer
C0934G9QZUG  -     Group: @andrew.khang @marta.amargant @carloalberto.verona
C093EAUV63W  -     Group: @luca @greg @andrew.khang @marta.amargant @chelsea.benami
C093P9JUQUQ  -     Group: @andrew.khang @florian.preusner @nicole.schaefer
C093QE674PQ  -     Group: @luca @greg @andrew.khang @carloalberto.verona @hubert.newell @alessandro.antonelli
C093RE6CMGW  -     Group: @marta.amargant @chelsea.benami @andrew.khang
C093RRF7YDA  -     🔒 hr-founders
C09437VJXT3  -     Group: @alessandro.antonelli @andrew.khang @carloalberto.verona @hubert.newell
C094FM350R2  arch  🔒 project-notion (archived)
C094HPGUHPS  -     Group: @chelsea.benami @antonina.norair @andrew.khang
C094LDYQEBC  -     🔒 temp-kyc-mxon
C094MUBV5GV  -     Group: @andrew.khang @ryan.hendrickson @jacqueline.to
C094P5BM3MY  -     #team-agents
C0958PRMPPT  arch  #m0-porto-offsite (archived)
C095UT3APJT  -     Group: @luca @andrew.khang @frederic.hannesen @chelsea.benami @thomas.scott
C095ZPE39RP  -     Group: @carloalberto.verona @andrew.khang @frederic.hannesen @thomas.scott
C096BPP8P45  -     🔒 a-project-mask
C096NRD8D6F  arch  🔒 temp-wd (archived)
C0970KWKY66  -     Group: @thomas.scott @greg @andrew.khang
C0973GF5WLE  -     Group: @chelsea.benami @frederic.hannesen @andrew.khang
C0979CW2K6J  -     Group: @thomas.scott @luca @greg @chelsea.benami @andrew.khang
C097M47A28G  -     Group: @marta.amargant @frederic.hannesen @luca @andrew.khang
C097M6GAJV7  -     Group: @thomas.scott @chelsea.benami @andrew.khang
C097MTD932B  -     Group: @thomas.scott @andrew.khang @frederic.hannesen @greg @luca
C097Q16STQ9  -     Group: @marta.amargant @carloalberto.verona @andrew.khang @chelsea.benami
C097YQX0PR9  -     Group: @thomas.scott @andrew.khang @luca
C097ZV4736U  -     Group: @thomas.scott @greg @andrew.khang @frederic.hannesen
C0981TE0GAC  -     🔒 project-polymarket
C0985T4T0F2  -     Group: @frederic.hannesen @thomas.scott @nicole.schaefer @joao.reginatto @andrew.khang
C098B3Z18KF  -     Group: @andrew.khang @frederic.hannesen @thomas.scott
C098HT5F5TJ  -     🔒 hiring-protocol-eng
C098L0X0ZNX  -     Group: @carloalberto.verona @thomas.scott @andrew.khang
C098LDXBHAS  -     Group: @andrew.khang @carloalberto.verona @paul.barskiy @alessandro.antonelli
C098QMCB3HC  -     Group: @jacqueline.to @carloalberto.verona @andrew.khang @marta.amargant
C098R9ZJAF2  -     Group: @thomas.scott @andrew.khang @frederic.hannesen @greg @luca @chelsea.benami
C098SGH0WSC  -     🔒 finance-people
C098TA3CA1G  -     Group: @marta.amargant @luca @andrew.khang @frederic.hannesen @chelsea.benami
C098WCRMZQU  -     Group: @ryan.hendrickson @andrew.khang @thomas.scott @greg @jacob.laufer
C098XFPQ7L7  -     Group: @luca @antje.bechler @alessandro.rosmo @andrew.khang @carloalberto.verona
C098XT36726  arch  🔒 hiring-mxon-eng (archived)
C0999A589EJ  -     Group: @luca @antje.bechler @alessandro.rosmo @andrew.khang
C099GPUJ5PS  -     Group: @frederic.hannesen @carloalberto.verona @greg @andrew.khang @ryan.hendrickson @thomas.scott
C099JCRFUH3  -     #notifications-test-spam
C099PU3L4JX  arch  🔒 hiring-move-eng (archived)
C099UEVUYNM  -     Group: @luca @antje.bechler @alessandro.rosmo @andrew.khang @carloalberto.verona @greg
C099V6QGW02  -     Group: @andrew.khang @antonina.norair @jordan.hall
C099V9H69J9  arch  🔒 hiring-devops-eng (archived)
C09A3GRQV3R  -     #project-minter-automations
C09AYAMHXFD  -     Group: @carloalberto.verona @andrew.khang @frederic.hannesen @ryan.hendrickson @thomas.scott
C09AYKS3TLJ  -     Group: @thomas.scott @luca @jacob.laufer @andrew.khang
C09B5E9MTJA  -     #project-liquidity-delivery
C09B6V9GNGZ  arch  #temp_token2049_2025 (archived)
C09B9J79MKP  -     Group: @thomas.scott @chelsea.benami @andrew.khang @jacqueline.to
C09BAE5K22K  -     Group: @thomas.scott @jacob.laufer @andrew.khang
C09BJEYKU9Z  -     Group: @thomas.scott @jacob.laufer @andrew.khang @greg
C09BRT3LSTD  -     Group: @andrew.khang @chelsea.benami @marta.amargant @alessandro.rosmo
C09BRV1B2BZ  -     Group: @marlowe.johnson @alessandro.rosmo @andrew.khang @nicole.schaefer
C09BSRFK0AK  -     Group: @andrew.khang @jacqueline.to @carloalberto.verona @hubert.newell @alessandro.antonelli
C09BY02DC5D  -     Group: @antonina.norair @chelsea.benami @andrew.khang @greg
C09C2RQD1A5  -     Group: @thomas.scott @jacob.laufer @andrew.khang @greg @frederic.hannesen @carloalberto.verona
C09C2V4U7PT  -     Group: @thomas.scott @jacob.laufer @joao.reginatto @luca @greg @andrew.khang
C09C88AKSEB  -     Group: @antonina.norair @antonello.simeon @andrew.khang @alessandro.rosmo @nicole.schaefer
C09CFN1QT45  -     Group: @thomas.scott @greg @luca @andrew.khang
C09CHK2G2N6  -     Group: @thomas.scott @greg @luca @andrew.khang @carloalberto.verona
C09CK8AC1DZ  -     Group: @nicole.schaefer @andrew.khang @antonello.simeon
C09CKHTBR38  -     #notifications-musd
C09CLKC83TP  -     Group: @andrew.khang @antonina.norair @carloalberto.verona @greg
C09CM9ZBC1M  -     #notifications-musd-bridge-m0
C09CN791W3E  arch  #project-extension-vault (archived)
C09CRM6P6CQ  -     #notifications-fireblocks-transactions
C09D2DGNP7T  -     Group: @andrew.khang @antonina.norair @carloalberto.verona
C09D58B33E1  arch  🔒 anchorage-m0 (archived)
C09DBM45PRB  -     Group: @thomas.scott @marco.hinz @frederic.hannesen @andrew.khang @luca @greg @carloalberto.verona
C09DFLBHPBN  -     Group: @andrew.khang @carloalberto.verona @hubert.newell
C09DHJ4MXQ8  -     Group: @nicole.schaefer @antonina.norair @andrew.khang
C09DK7SN6FL  -     #notifications-musd-staging
C09DS3RC7DX  -     Group: @andrew.khang @carloalberto.verona @thomas.scott @luca
C09DX4UGABW  -     Group: @thomas.scott @greg @ryan.hendrickson @andrew.khang
C09DX4VN0MS  -     Group: @jacqueline.to @luca @greg @antonina.norair @andrew.khang @jacob.laufer @hubert.newell @ryan.hendrickson @thomas.scott
C09DYV7J5JB  -     Group: @thomas.scott @frederic.hannesen @andrew.khang @carloalberto.verona @jacqueline.to
C09DZHZ0VAM  arch  #notifications-musd-bridge-m0-staging (archived)
C09E4FABYFJ  arch  🔒 temp-careers-page (archived)
C09E9DQDRPV  -     Group: @thomas.scott @jacqueline.to @marco.hinz @carloalberto.verona @frederic.hannesen @andrew.khang
C09EV0WH2SE  -     Group: @andrew.khang @hubert.newell @jacqueline.to
C09F8GDRXGR  -     Group: @andrew.khang @hubert.newell @jacqueline.to @chelsea.benami
C09FPGQES58  -     Group: @marco.hinz @andrew.khang @frederic.hannesen
C09FR4ZML5S  -     Group: @andrew.khang @marco.hinz @alessandro.rosmo
C09FYFWE7SM  arch  #project-sui-m (archived)
C09G4BVP4HZ  -     Group: @thomas.scott @andrew.khang @chelsea.benami @frederic.hannesen
C09G559B2JV  -     Group: @andrew.khang @greg @marco.hinz
C09GNRY6QMP  -     Group: @thomas.scott @andrew.khang @chelsea.benami @frederic.hannesen @greg
C09GTVBUPTM  -     Group: @thomas.scott @antje.bechler @frederic.hannesen @andrew.khang @carloalberto.verona
C09H0TQL4JW  -     Group: @thomas.scott @paul.barskiy @carloalberto.verona @chelsea.benami @andrew.khang
C09H39RD612  -     Group: @thomas.scott @antje.bechler @frederic.hannesen @andrew.khang
C09H3AXVA75  arch  🔒 hiring-target-candidates (archived)
C09HEQ6VDTR  -     Group: @carloalberto.verona @antje.bechler @edgar.caceres856 @paul.barskiy @frederic.hannesen @andrew.khang @hubert.newell @jacqueline.to
C09HLJJ3G6R  -     Group: @frederic.hannesen @andrew.khang @jacqueline.to
C09HPT0G1QB  -     Group: @carloalberto.verona @antje.bechler @edgar.caceres856 @paul.barskiy @frederic.hannesen @andrew.khang @hubert.newell
C09HY2GGB39  -     🔒 project-moonpay
C09J0FE0FKL  -     Group: @andrew.khang @luca @greg @jacqueline.to @marco.hinz @jacob.laufer @carloalberto.verona
C09J0GJHPNG  -     Group: @carloalberto.verona @antje.bechler @edgar.caceres856 @paul.barskiy @frederic.hannesen @andrew.khang
C09J1EDG1RD  -     Group: @thomas.scott @antonina.norair @greg @carloalberto.verona @paul.barskiy @frederic.hannesen @andrew.khang
C09J329MCG4  arch  #temp-devcon-buenos-aires (archived)
C09J4Q4PNDA  -     Group: @andrew.khang @luca @greg @jacqueline.to @marco.hinz
C09J9L90KK6  -     Group: @nicole.schaefer @jacqueline.to @frederic.hannesen @luca @greg @andrew.khang @joao.reginatto @ryan.hendrickson @thomas.scott
C09JDHYSZ4Z  -     Group: @andrew.khang @luca @greg @jacqueline.to @marco.hinz @jacob.laufer
C09K0KJU23U  -     Group: @andrew.khang @alessandro.rosmo @chelsea.benami
C09K6TN1MSR  -     Group: @thomas.scott @ryan.hendrickson @joao.reginatto @marco.hinz @andrew.khang
C09KDTZHWKW  -     Group: @thomas.scott @ryan.hendrickson @joao.reginatto @marco.hinz @andrew.khang @frederic.hannesen
C09KGNM8QD9  arch  #temp-nyc-october-13-17 (archived)
C09KHMB2F6X  -     Group: @andrew.khang @jacob.laufer @marlowe.johnson @connor.lango
C09KHMHJPUK  -     #notifications-mxon
C09KNU8K5MF  -     Group: @andrew.khang @ryan.hendrickson @marlowe.johnson
C09KQ475Y4S  -     Group: @andrew.khang @jacob.laufer @marlowe.johnson @connor.lango @lyle.lacour
C09KST5L12P  arch  🔒 temp-nyc-lease (archived)
C09KWH8HJRY  -     Group: @andrew.khang @nicole.schaefer @chelsea.benami
C09L0H5CF8Q  -     🔒 project-1money
C09L0M8NQEP  arch  #offsite-devcon-bsas-engineering (archived)
C09L3NKP10Q  arch  🔒 temp-hiring-paralegal (archived)
C09LG62RCUQ  -     #hiring-backend-eng
C09LJBY3ERE  -     #notifications-minter-alpha
C09LNDRAUH3  -     Group: @thomas.scott @chelsea.benami @andrew.khang @jacqueline.to @carloalberto.verona
C09M4SJ8RJB  -     🔒 project-paypal
C09MASV9B35  -     Group: @thomas.scott @ryan.hendrickson @antonina.norair @andrew.khang @jacqueline.to @jacob.laufer @carloalberto.verona
C09MDR6SW5B  -     Group: @thomas.scott @ryan.hendrickson @antonina.norair @andrew.khang @jacqueline.to @jacob.laufer @carloalberto.verona @chelsea.benami
C09MH9C55KL  -     Group: @thomas.scott @ryan.hendrickson @antonina.norair @andrew.khang @jacqueline.to @jacob.laufer
C09MM3GTE13  -     #website-revisions
C09MN1KMR1U  -     Group: @alessandro.rosmo @andrew.khang @carloalberto.verona
C09N57R690E  arch  🔒 hiring-backend_eng (archived)
C09N6K3A0S1  -     Group: @frederic.hannesen @andrew.khang @thomas.scott @antje.bechler @carloalberto.verona @marco.hinz
C09N8GTTSDT  -     🔒 project-arbitrum
C09NDARGRPX  -     Group: @thomas.scott @frederic.hannesen @marco.hinz @carloalberto.verona @andrew.khang @paul.barskiy
C09NNNNFM5J  arch  🔒 temp-hiring-seniorcounsel (archived)
C09NW03BTQE  arch  🔒 hiring-hr-generalist (archived)
C09P00K9SKD  -     🔒 mnda-mou-signature
C09PZFP9SFQ  -     #project-minter-tools
C09Q1QEH734  -     🔒 temp-hiring-marketing
C09QB2VHCMV  -     Group: @antje.bechler @jacob.laufer @joao.reginatto @greg @andrew.khang @carloalberto.verona
C09QL6TNUGK  -     #temp-solver-onboarding
C09QSFYLKM0  -     Group: @antje.bechler @joao.reginatto @jacob.laufer @greg @andrew.khang @mportalnotificationsm @proposalnotifications @hubert.newell
C09QXFYF3BQ  -     🔒 eligible-collateral-developments
C09R2ALQF33  -     Group: @frederic.hannesen @andrew.khang @carloalberto.verona @antje.bechler
C09R5D4Q7LM  -     Group: @frederic.hannesen @luca @greg @thomas.scott @andrew.khang @jacqueline.to @carloalberto.verona
C09R5D6FFT7  -     Group: @frederic.hannesen @luca @greg @thomas.scott @andrew.khang @jacqueline.to @carloalberto.verona @marco.hinz @antje.bechler
C09RB7MFSUD  -     Group: @chelsea.benami @andrew.khang @alessandro.rosmo @jacqueline.to @frederic.hannesen @carloalberto.verona @thomas.scott
C09RLPGHKMW  -     Group: @antje.bechler @joao.reginatto @jacob.laufer @greg @andrew.khang
C09RR892NM7  -     Group: @paul.barskiy @agustin.zulliger @carloalberto.verona @andrew.khang @alessandro.antonelli
C09RWS4PUGG  arch  🔒 temp-nov-board-prep (archived)
C09S338T4KZ  -     #notifications-spv-alpha
C09S35Z6CHW  -     Group: @frederic.hannesen @luca @greg @thomas.scott @andrew.khang @jacqueline.to
C09S8V3K2GG  -     Group: @frederic.hannesen @alessandro.rosmo @andrew.khang @carloalberto.verona @thomas.scott
C09T2ULSXHP  -     Group: @andrew.khang @carloalberto.verona @chelsea.benami
C09TE25H4KS  -     #agents-testing
C09TL0KQCQ2  -     🔒 hiring-senior-counsel
C09TTHZ8603  -     🔒 project-moneygram
C09UGSN12SK  -     #project-daylight
C09UPDQEWLR  -     Group: @paul.barskiy @conrado.canas @carloalberto.verona @andrew.khang
C09UYUQUH39  -     #project-collateral-api
C09V7C7G2UF  -     #team-eng-mxon
C0A00535NCW  -     🔒 temp-revamp-ecosystem-agreements
C0A0NEP2KJP  -     🔒 temp-head-of-insti-sales-hiring
C0A1C6PF90E  -     🔒 project-telegram
C0A1G2QG9L3  -     Group: @paul.barskiy @andrew.khang @alessandro.rosmo @carloalberto.verona @chelsea.benami @emily.hitchins
C0A1HMRMHCZ  -     🔒 m0-northstar
C0A1L9BKDUK  -     Group: @jacqueline.to @andrew.khang @matthew.struble
C0A1Q1FGJG5  -     #notifications-mxon-test
C0A1QBVBN8Y  arch  🔒 temp-new-tools (archived)
C0A29GR7KFH  -     Group: @alessandro.rosmo @antonina.norair @luca @greg @andrew.khang
C0A2B2KPGUT  -     #notifications-blockaid
C0A2NLUKCV6  -     Group: @alessandro.rosmo @antonina.norair @andrew.khang @chelsea.benami
C0A2UPASL9Z  -     Group: @andrew.khang @antje.bechler @carloalberto.verona
C0A2ZTJTKV3  -     #notifications-musd-blockaid
C0A35J94R1B  -     Group: @alessandro.rosmo @andrew.khang @emily.hitchins @carloalberto.verona @paul.barskiy @antonina.norair @chelsea.benami
C0A37BBNCDC  -     Group: @marlowe.johnson @andrew.khang @ryan.hendrickson @matt.jeye @federico.daffina
C0A3CJYBBCL  -     Group: @alessandro.rosmo @andrew.khang @emily.hitchins @carloalberto.verona @paul.barskiy @antonina.norair
C0A3U9R5MSS  -     Group: @carloalberto.verona @lyle.lacour @andrew.khang
C0A3WFBD6D8  -     Group: @antje.bechler @nicole.schaefer @andrew.khang
C0A3Z8Q07PA  -     Group: @andrew.khang @chelsea.benami @emily.hitchins
C0A412T6M9P  -     🔒 ntk_m0-hyperlane
C0A4B50MV8B  -     Group: @andrew.khang @greg @joao.reginatto
C0A4CUUG11P  -     #project-streamflow
C0A4JAY4K6X  -     🔒 hr-general-founders
C0A4QNMH2D8  -     Group: @paul.barskiy @ryan.hendrickson @agustin.zulliger @conrado.canas @andrew.khang
C0A572218GN  -     Group: @antonina.norair @paul.barskiy @andrew.khang
C0A58102CRK  -     Group: @andrew.khang @ryan.hendrickson @antonina.norair @joao.reginatto
C0A5886LX39  -     Group: @joao.reginatto @ryan.hendrickson @luca @greg @andrew.khang @antonina.norair
C0A5K2HKDPA  -     Group: @paul.barskiy @ryan.hendrickson @agustin.zulliger @conrado.canas @andrew.khang @alessandro.antonelli
C0A5K2JAQ4Q  -     Group: @paul.barskiy @ryan.hendrickson @agustin.zulliger @conrado.canas @andrew.khang @alessandro.antonelli @philip.tuomey
C0A5K2KF4KA  -     Group: @jonathan.alvarez @agustin.zulliger @andrew.khang @conrado.canas @carloalberto.verona @alessandro.antonelli @ryan.hendrickson @paul.barskiy @philip.tuomey
C0A5L3UAAGP  -     Group: @carloalberto.verona @emily.hitchins @andrew.khang
C0A5MS3RGMP  -     Group: @antonina.norair @luca @greg @andrew.khang @goncalo
C0A5RTHUFJB  -     Group: @andrew.khang @luca @jacqueline.to
C0A6X74GK6K  -     Group: @ryan.hendrickson @joao.reginatto @andrew.khang
C0A6Y2JNCKU  -     Group: @antonina.norair @greg @carloalberto.verona @andrew.khang @jordan.hall
C0A74E1CGQ3  -     #project-exodus
C0A7CNG4D5H  -     #project-protocol-api
C0A7Y81DVBJ  -     #eng-knowledge-share
C0A82K4TMKK  -     Group: @andrew.khang @jacqueline.to @josh
C0A9YJKHBPT  -     Group: @jacqueline.to @andrew.khang @luca @greg
